,App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
586,5964566$VALID,HDR$VALID,08/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
587,5960180$VALID,HDR$VALID,02/06/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
588,5966338$VALID,HDR$VALID,11/11/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
589,5963979$VALID,HDR$VALID,07/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
590,5957080$VALID,HDR$VALID,12/23/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
591,5960735$VALID,HDR$VALID,02/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
592,5965667$VALID,HDR$VALID,10/21/2020$VALID,Under Review$INVALID(OOCCURRENCEERROR),Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
593,5961740$VALID,HDR$VALID,03/01/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
594,5965565$VALID,HDR$VALID,10/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
595,5962005$VALID,HDR$VALID,03/04/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
596,5961818$VALID,HDR$VALID,03/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
597,5965815$VALID,HDR$VALID,10/26/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
598,5961718$VALID,HDR$VALID,02/29/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
599,5961833$VALID,HDR$VALID,03/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
600,5964599$VALID,HDR$VALID,08/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
601,5956788$VALID,HDR$VALID,12/17/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
602,5966269$VALID,HDR$VALID,11/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
603,5966425$VALID,HDR$VALID,11/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
604,5960603$VALID,HDR$VALID,02/14/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
605,5966049$VALID,HDR$VALID,11/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
606,5965606$VALID,HDR$VALID,10/19/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
607,5966609$VALID,HDR$VALID,11/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
608,5966523$VALID,HDR$VALID,11/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
609,5966041$VALID,HDR$VALID,11/01/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
610,5962358$VALID,HDR$VALID,03/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
611,5966030$VALID,HDR$VALID,10/31/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
612,5957356$VALID,HDR$VALID,12/27/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
613,5963819$VALID,HDR$VALID,06/22/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
614,5966308$VALID,HDR$VALID,11/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
615,5964926$VALID,HDR$VALID,09/01/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
616,5960564$VALID,HDR$VALID,02/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
617,5958986$VALID,HDR$VALID,01/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
618,5966479$VALID,HDR$VALID,11/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
619,5960496$VALID,HDR$VALID,02/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Open items needed. Visit www.nyc.gov/tlcup for more information,11/27/2020 05:00:03 PM$VALID
620,5960749$VALID,HDR$VALID,02/18/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
621,5965922$VALID,HDR$VALID,10/29/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
622,5957412$VALID,HDR$VALID,12/30/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Open items needed. Visit www.nyc.gov/tlcup for more information,11/27/2020 05:00:03 PM$VALID
623,5962064$VALID,HDR$VALID,03/05/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Open items needed. Visit www.nyc.gov/tlcup for more information,11/27/2020 05:00:03 PM$VALID
624,5965925$VALID,HDR$VALID,10/29/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
625,5965443$VALID,HDR$VALID,10/08/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
626,5965377$VALID,HDR$VALID,10/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
627,5964565$VALID,HDR$VALID,08/11/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
628,5964801$VALID,HDR$VALID,08/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
629,5965724$VALID,HDR$VALID,10/22/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
630,5963816$VALID,HDR$VALID,06/22/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
631,5960331$VALID,HDR$VALID,02/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
632,5960278$VALID,HDR$VALID,02/07/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
633,5966466$VALID,HDR$VALID,11/16/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
634,5965540$VALID,HDR$VALID,10/16/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
635,5966644$VALID,HDR$VALID,11/22/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
636,5956117$VALID,HDR$VALID,12/04/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
637,5966630$VALID,HDR$VALID,11/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
638,5965352$VALID,HDR$VALID,10/01/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
639,5961177$VALID,HDR$VALID,02/22/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
640,5958080$VALID,HDR$VALID,01/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
641,5964938$VALID,HDR$VALID,09/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
642,5964836$VALID,HDR$VALID,08/27/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
643,5964446$VALID,HDR$VALID,08/05/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Open items needed. Visit www.nyc.gov/tlcup for more information,11/27/2020 05:00:03 PM$VALID
644,5962323$VALID,HDR$VALID,03/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
645,5960510$VALID,HDR$VALID,02/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
646,5961709$VALID,HDR$VALID,02/29/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
647,5957384$VALID,HDR$VALID,12/29/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
648,5963913$VALID,HDR$VALID,06/27/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
649,5966351$VALID,HDR$VALID,11/11/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
650,5962604$VALID,HDR$VALID,03/11/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
651,5961421$VALID,HDR$VALID,02/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
652,5964809$VALID,HDR$VALID,08/26/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
653,5965518$VALID,HDR$VALID,10/14/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
654,5965709$VALID,HDR$VALID,10/22/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
655,5966437$VALID,HDR$VALID,11/14/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
656,5965903$VALID,HDR$VALID,10/28/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
657,5963417$VALID,HDR$VALID,04/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
658,5966608$VALID,HDR$VALID,11/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
659,5966513$VALID,HDR$VALID,11/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
660,5961712$VALID,HDR$VALID,02/29/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
661,5962420$VALID,HDR$VALID,03/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
662,5966714$VALID,HDR$VALID,11/24/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
663,5965538$VALID,HDR$VALID,10/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
664,5961791$VALID,HDR$VALID,03/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
665,5964018$VALID,HDR$VALID,07/07/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
666,5966454$VALID,HDR$VALID,11/14/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
667,5966319$VALID,HDR$VALID,11/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
668,5960835$VALID,HDR$VALID,02/18/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
669,5966588$VALID,HDR$VALID,11/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
670,5966613$VALID,HDR$VALID,11/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
671,5965392$VALID,HDR$VALID,10/05/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
672,5962316$VALID,HDR$VALID,03/08/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
673,5960490$VALID,HDR$VALID,02/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
674,5964465$VALID,HDR$VALID,08/07/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
675,5966343$VALID,HDR$VALID,11/11/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
676,5966754$VALID,HDR$VALID,11/26/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
677,5965753$VALID,HDR$VALID,10/23/2020$VALID,Under Review$INVALID(OOCCURRENCEERROR),Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
678,5966296$VALID,HDR$VALID,11/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
679,5962449$VALID,HDR$VALID,03/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
680,5966483$VALID,HDR$VALID,11/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
681,5965735$VALID,HDR$VALID,10/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
682,5966063$VALID,HDR$VALID,11/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
